date,label,x_mean,x_max,x_min,x_std,x_var,x_skew,x_kurtosis,y_mean,y_max,y_min,y_std,y_var,y_skew,y_kurtosis,z_mean,z_max,z_min,z_std,z_var,z_skew,z_kurtosis,n,x_range,y_range,z_range,svm,vmm,sma,ai
2022-11-23 09:16:03,2.0,9.0,9.0,9.0,0.0,0.0,0.0,,-19.333333333333332,-11.0,-36.0,14.433756729740644,208.33333333333331,-1.732050807568878,,-57.0,-56.0,-59.0,1.7320508075688772,3.0,-1.7320508075688774,,3,0.0,25.0,3.0,60.858670522595034,9.0,85.33333333333333,20.286223507531677
2022-11-23 09:16:04,2.0,-45.0,-2.0,-86.0,42.035699113967404,1767.0,0.2136190589152128,,-26.0,3.0,-64.0,34.39476704383968,1183.0,-1.096880967219899,,-13.666666666666666,-8.0,-17.0,4.932882862316247,24.333333333333332,1.652316740332989,,3,84.0,67.0,9.0,53.738047766715326,-13.666666666666666,84.66666666666667,17.91268258890511
2022-11-23 09:16:05,2.0,-66.5,-47.0,-86.0,20.006577865660503,400.2631578947368,0.0,-2.235294117647059,-7.0,3.0,-17.0,10.25978352085154,105.26315789473684,0.0,-2.235294117647059,-12.0,-8.0,-16.0,4.103913408340616,16.842105263157894,0.0,-2.235294117647059,20,39.0,20.0,8.0,67.9356312990466,-7.0,85.5,3.39678156495233
2022-11-23 09:16:06,2.0,-66.5,-47.0,-86.0,20.367085746816645,414.8181818181818,0.0,-2.4444444444444446,-7.0,3.0,-17.0,10.44465935734187,109.0909090909091,0.0,-2.4444444444444446,-12.0,-8.0,-16.0,4.177863742936748,17.454545454545453,0.0,-2.4444444444444446,12,39.0,20.0,8.0,67.9356312990466,-7.0,85.5,5.661302608253884
2022-11-23 09:16:07,2.0,-66.5,-47.0,-86.0,20.367085746816645,414.8181818181818,0.0,-2.4444444444444446,-7.0,3.0,-17.0,10.44465935734187,109.0909090909091,0.0,-2.4444444444444446,-12.0,-8.0,-16.0,4.177863742936748,17.454545454545453,0.0,-2.4444444444444446,12,39.0,20.0,8.0,67.9356312990466,-7.0,85.5,5.661302608253884
2022-11-23 09:16:08,2.0,-59.4,-31.0,-86.0,25.145576151681233,632.3,-0.28624084515141573,-2.6876824850540855,-9.4,3.0,-19.0,11.349008767288886,128.8,0.584503942916194,-3.2944330851433197,-11.0,-7.0,-16.0,4.58257569495584,21.0,-0.5715230458561705,-3.2721088435374153,5,55.0,22.0,9.0,61.13689557051453,-9.4,79.8,12.227379114102906
2023-03-29 14:02:04,3.0,-18.0,-18.0,-18.0,,,,,1.0,1.0,1.0,,,,,-59.0,-59.0,-59.0,,,,,1,0.0,0.0,0.0,61.69278726074872,1.0,78.0,61.69278726074872
2023-03-29 14:02:05,3.0,-42.0,-42.0,-42.0,,,,,3.0,3.0,3.0,,,,,-53.0,-53.0,-53.0,,,,,1,0.0,0.0,0.0,67.6904720030818,3.0,98.0,67.6904720030818
2023-03-29 14:02:06,3.0,-26.0,-26.0,-26.0,,,,,2.0,2.0,2.0,,,,,-60.0,-60.0,-60.0,,,,,1,0.0,0.0,0.0,65.4217089351845,2.0,88.0,65.4217089351845
2023-03-29 14:02:09,3.0,-41.0,-41.0,-41.0,,,,,8.0,8.0,8.0,,,,,-63.0,-63.0,-63.0,,,,,1,0.0,0.0,0.0,75.59100475585703,8.0,112.0,75.59100475585703
2023-03-29 14:02:11,3.0,-19.5,-14.0,-25.0,7.7781745930520225,60.5,,,-4.0,3.0,-11.0,9.899494936611665,98.0,,,-61.0,-59.0,-63.0,2.8284271247461903,8.0,,,2,11.0,14.0,4.0,64.16580085995966,-4.0,84.5,32.08290042997983
2023-03-29 14:02:13,3.0,-24.0,-15.0,-33.0,12.727922061357855,162.0,,,15.0,22.0,8.0,9.899494936611665,98.0,,,-88.5,-62.0,-115.0,37.476659402887016,1404.5,,,2,18.0,14.0,53.0,92.91528399569147,15.0,127.5,46.457641997845734
2023-03-29 14:02:14,3.0,-16.5,1.0,-32.0,16.010413278030438,256.3333333333333,0.1578946366728166,-4.513395371017026,-3.75,3.0,-10.0,5.377421934967226,28.916666666666668,0.2652782291498586,0.8693370096919661,-65.75,-53.0,-78.0,10.996211468804457,120.91666666666667,0.09871202529133605,-2.0519397492449176,4,33.0,13.0,25.0,67.89237807000134,-3.75,86.0,16.973094517500336
2023-03-29 14:02:16,3.0,-35.0,-35.0,-35.0,,,,,-3.0,-3.0,-3.0,,,,,-43.0,-43.0,-43.0,,,,,1,0.0,0.0,0.0,55.52476924760696,-3.0,81.0,55.52476924760696
2023-03-29 14:02:17,3.0,-19.333333333333332,-10.0,-28.0,9.018499505645789,81.33333333333333,0.33083181470589806,,0.3333333333333333,2.0,-1.0,1.5275252316519468,2.3333333333333335,0.9352195295828252,,-75.0,-65.0,-85.0,10.0,100.0,0.0,,3,18.0,3.0,20.0,77.45249440068983,0.3333333333333333,94.66666666666666,25.817498133563276
2023-03-29 14:02:18,3.0,-8.0,20.0,-35.0,23.50886357667394,552.6666666666666,0.10529098538795324,-0.876109690778053,-0.25,7.0,-3.0,4.856267428111154,23.58333333333333,1.9449566610157873,3.800222252743822,-69.75,-64.0,-74.0,5.057996968497839,25.583333333333332,0.2955940890883309,-4.318390646054601,4,55.0,10.0,10.0,70.20772749491327,-0.25,78.0,17.551931873728318
2023-03-29 14:02:20,3.0,-10.0,-10.0,-10.0,,,,,-1.0,-1.0,-1.0,,,,,-72.0,-72.0,-72.0,,,,,1,0.0,0.0,0.0,72.69800547470336,-1.0,83.0,72.69800547470336
2023-03-29 14:02:21,3.0,-28.0,-28.0,-28.0,,,,,2.0,2.0,2.0,,,,,-68.0,-68.0,-68.0,,,,,1,0.0,0.0,0.0,73.56629663099808,2.0,98.0,73.56629663099808
2023-03-29 14:02:22,3.0,-12.0,-12.0,-12.0,,,,,-2.0,-2.0,-2.0,,,,,-62.0,-62.0,-62.0,,,,,1,0.0,0.0,0.0,63.182275995725256,-2.0,76.0,63.182275995725256
2023-03-29 14:02:26,3.0,-2.0,-2.0,-2.0,,,,,13.0,13.0,13.0,,,,,-49.0,-49.0,-49.0,,,,,1,0.0,0.0,0.0,50.73460357586329,13.0,64.0,50.73460357586329
2023-03-29 14:02:40,3.0,-23.0,-23.0,-23.0,,,,,19.0,19.0,19.0,,,,,-53.0,-53.0,-53.0,,,,,1,0.0,0.0,0.0,60.81940479813988,19.0,95.0,60.81940479813988
2023-03-29 14:02:46,3.0,-7.666666666666667,15.0,-24.0,20.256686138984662,410.3333333333333,1.269410674506116,,13.333333333333334,26.0,5.0,11.150485789118488,124.33333333333334,1.4846850710018755,,-62.333333333333336,-54.0,-71.0,8.504900548115383,72.33333333333334,-0.1760979853981264,,3,39.0,21.0,17.0,64.20280367709809,13.333333333333334,83.33333333333334,21.400934559032695
2023-03-29 14:02:50,3.0,-12.0,-12.0,-12.0,,,,,1.0,1.0,1.0,,,,,-66.0,-66.0,-66.0,,,,,1,0.0,0.0,0.0,67.08949247087803,1.0,79.0,67.08949247087803
2023-03-29 14:02:56,3.0,-19.666666666666668,-10.0,-38.0,15.885003409925142,252.33333333333337,-1.7243318409322643,,6.0,18.0,-4.0,11.135528725660043,124.0,0.7821521217295038,,-74.66666666666667,-68.0,-82.0,7.023769168568493,49.333333333333336,-0.42327316026800016,,3,28.0,22.0,14.0,77.44603856162618,6.0,100.33333333333334,25.81534618720873
2023-03-29 14:02:57,2.0,-11.5,3.0,-30.0,16.13484841370793,260.3333333333333,-0.3085391884030115,-4.107223248699507,9.0,24.0,-3.0,13.589211407093005,184.66666666666666,0.2199663825621279,-4.693225507956575,-57.75,-50.0,-67.0,7.04154339142587,49.58333333333334,-0.6122129950938162,1.3299060800790912,4,33.0,27.0,17.0,59.56771357035622,9.0,78.25,14.891928392589055
2023-03-29 14:02:58,2.0,-19.0,3.0,-30.0,15.340577998671803,235.33333333333337,1.5356705370834536,2.082622443001709,6.75,27.0,-3.0,13.961255912942311,194.91666666666666,1.6417816596377306,2.561002800076988,-66.75,-49.0,-101.0,24.281337140555777,589.5833333333334,-1.3917245441046302,1.402352283085067,4,33.0,30.0,52.0,69.72893947278992,6.75,92.5,17.43223486819748
2023-03-29 14:02:59,2.0,-9.4,11.0,-24.0,12.817956155331473,164.3,1.0460162653408047,2.139388445567967,21.4,42.0,-2.0,18.981570008826985,360.3,-0.03288463775934971,-2.227122231150237,-68.6,-57.0,-81.0,9.838699100999076,96.80000000000001,-0.07391960256197945,-1.7618332081141972,5,35.0,44.0,24.0,72.47261551786302,21.4,99.39999999999999,14.494523103572604
2023-03-29 14:03:00,2.0,-16.428571428571427,6.0,-42.0,16.761634196950514,280.9523809523809,-0.48701412084616597,-0.5298582935937945,14.571428571428571,39.0,1.0,13.782321319443287,189.95238095238093,0.9287841945759943,0.07804016824658433,-62.714285714285715,-51.0,-79.0,9.655987533033338,93.23809523809524,-0.43013952170411224,0.14302351422779136,7,48.0,38.0,28.0,66.44776988318705,14.571428571428571,93.71428571428572,9.492538554741007
2023-03-29 14:03:01,2.0,-19.333333333333332,-4.0,-34.0,11.65618576836637,135.8666666666667,-0.22285546930835598,-1.3313361152816787,17.0,55.0,-8.0,22.952124084711635,526.8,0.7931732733027512,0.43025496270082986,-66.83333333333333,-51.0,-87.0,14.119726154096144,199.3666666666667,-0.43347500769350894,-1.4602293094380867,6,30.0,63.0,36.0,71.62033386003043,17.0,103.16666666666666,11.936722310005072
2023-03-29 14:03:02,2.0,-1.0,10.0,-15.0,10.36018017861337,107.33333333333336,-0.8417321652775647,1.8564677288684859,8.75,40.0,-10.0,21.654483754332883,468.9166666666667,1.538164450262325,2.879019189796434,-66.75,-50.0,-92.0,17.876893839068725,319.5833333333333,-1.3055390528662036,2.373066299046897,4,25.0,50.0,42.0,67.32848579910289,8.75,76.5,16.832121449775723
2023-03-29 14:03:03,2.0,-25.666666666666668,17.0,-62.0,22.085062825357777,487.75,0.42566749250944685,1.245594610612117,17.555555555555557,43.0,-10.0,17.472200141303837,305.2777777777778,-0.040463156674542956,-0.7431175452626007,-66.88888888888889,-50.0,-107.0,16.465452046971293,271.11111111111114,-2.09434063055837,5.232147836123167,9,79.0,53.0,57.0,73.76380389752211,17.555555555555557,110.11111111111111,8.19597821083579
2023-03-29 14:03:04,2.0,-5.5,12.0,-21.0,14.011899704655802,196.33333333333334,0.36641181744730766,-0.3061388615852021,10.0,23.0,1.0,10.132456102380443,102.66666666666667,0.7382730707081043,-1.6080283353010625,-58.25,-52.0,-63.0,5.188127472091127,26.916666666666668,0.4565078759865095,-3.109816062647969,4,33.0,22.0,11.0,59.35749742029224,10.0,73.75,14.83937435507306
2023-03-29 14:03:05,2.0,-17.0,-13.0,-21.0,4.0,16.0,0.0,,25.666666666666668,29.0,21.0,4.163331998932266,17.333333333333336,-1.2933427807333984,,-63.333333333333336,-52.0,-69.0,9.814954576223638,96.33333333333331,1.7320508075688792,,3,8.0,8.0,17.0,70.41937864600119,25.666666666666668,106.0,23.473126215333732
2023-03-29 14:03:06,2.0,-19.5,-1.0,-31.0,10.821275340735028,117.1,1.0284323488027187,0.9378730653473752,6.166666666666667,21.0,-3.0,9.064583093924764,82.16666666666666,1.0051826732365086,-0.08887590568157044,-58.166666666666664,-53.0,-70.0,6.112828041640519,37.36666666666667,-1.8959558517586255,4.090309006311275,6,30.0,24.0,17.0,61.65743174094173,6.166666666666667,83.83333333333333,10.276238623490288
2023-03-29 14:03:07,2.0,1.0,1.0,1.0,,,,,-11.0,-11.0,-11.0,,,,,-70.0,-70.0,-70.0,,,,,1,0.0,0.0,0.0,70.8660708661063,1.0,82.0,70.8660708661063
2023-03-29 14:03:08,2.0,-5.0,1.0,-11.0,8.48528137423857,72.0,,,17.5,32.0,3.0,20.506096654409877,420.5,,,-60.0,-59.0,-61.0,1.4142135623730951,2.0,,,2,12.0,29.0,2.0,62.69968101992226,17.5,82.5,31.34984050996113
2023-03-29 14:03:09,2.0,-7.666666666666667,2.0,-16.0,9.073771725877467,82.33333333333334,0.6469685949215207,,11.666666666666666,16.0,3.0,7.505553499465135,56.333333333333336,-1.7320508075688765,,-74.0,-55.0,-93.0,19.0,361.0,0.0,,3,18.0,13.0,38.0,75.30530452025866,11.666666666666666,93.33333333333333,25.101768173419554
2023-03-29 14:03:10,2.0,-14.0,1.0,-38.0,12.489995996796797,156.0,-1.0943116972538678,2.2155489809335958,-3.0,6.0,-16.0,8.0,64.00000000000001,-0.5660156249999999,-0.6271484375000007,-63.0,-51.0,-79.0,10.279429296739517,105.66666666666667,-0.7501429103568571,-0.7422125804814463,7,39.0,22.0,28.0,64.60650122085238,-3.0,80.0,9.229500174407482
2023-03-29 14:03:11,2.0,4.0,27.0,-14.0,19.697715603592208,388.0,0.4327651341726089,-3.0092663938782014,5.6,44.0,-12.0,22.06354459283458,486.80000000000007,1.931971068750572,4.038629683969024,-68.2,-53.0,-88.0,14.481022063376605,209.70000000000002,-0.29743103558576695,-1.2168142649455627,5,41.0,56.0,35.0,68.54633469413227,5.6,77.8,13.709266938826454
2023-03-29 14:03:12,3.0,-20.8,-1.0,-54.0,21.707141681944215,471.2,-1.072337263518157,0.022268218124589012,2.8,25.0,-9.0,13.103434664239757,171.70000000000005,1.6595701265917815,3.2140040548300934,-68.4,-56.0,-82.0,10.644247272588135,113.29999999999995,-0.1049757148896364,-1.6970076085407007,5,53.0,34.0,26.0,71.54746676158423,2.8,92.0,14.309493352316846
2023-03-29 14:03:13,3.0,-16.5,-4.0,-31.0,10.198039027185569,104.0,-0.2559207807435094,-1.7864063820794596,1.625,20.0,-12.0,10.676241981949588,113.98214285714286,0.8660612221699513,-0.05444616578940131,-59.0,-43.0,-75.0,10.623424252901833,112.85714285714286,0.14775087728759478,-0.6312763980131395,8,27.0,32.0,32.0,61.28532144812492,1.625,77.125,7.660665181015615
2023-03-29 14:03:14,3.0,-14.0,42.0,-44.0,24.698178070456937,610.0,1.5274690492752794,3.211839175336891,9.555555555555555,36.0,-4.0,16.64415145862888,277.0277777777778,0.8883846710593508,-1.352305718284335,-55.77777777777778,-43.0,-66.0,8.7860369020648,77.19444444444446,0.43605358066203687,-1.5135927309651973,9,86.0,40.0,23.0,58.296390418296646,9.555555555555555,79.33333333333334,6.477376713144071
2023-03-29 14:03:15,3.0,-6.111111111111111,23.0,-27.0,18.333333333333332,336.1111111111111,0.6003226360416442,-0.8855075472986815,-7.222222222222222,11.0,-23.0,10.95191510396444,119.94444444444444,-0.08713341594077316,-0.5671525549674925,-50.666666666666664,-19.0,-66.0,15.058220346375597,226.75,1.2113010290501411,1.3615756624548938,9,50.0,34.0,47.0,51.54238337475885,-6.111111111111111,64.0,5.726931486084316
2023-03-29 14:03:16,3.0,-13.5,10.0,-41.0,13.083646975588197,171.1818181818182,-0.4410040712155175,0.9888173497450001,2.75,30.0,-33.0,19.4194139037108,377.11363636363643,-0.8174471527234157,0.25418767586251434,-68.83333333333333,-40.0,-105.0,18.393839548428527,338.3333333333333,-0.689629050801312,0.2911999011689854,12,51.0,63.0,65.0,70.19857746263651,2.75,85.08333333333333,5.849881455219709
2023-03-29 14:03:17,3.0,-11.666666666666666,16.0,-38.0,17.073371078963874,291.5,0.15224661194486452,-0.18574887683920505,6.444444444444445,53.0,-30.0,24.192514912215675,585.2777777777778,0.6476570193426147,0.8355560855798618,-66.22222222222223,-40.0,-80.0,13.377011790547408,178.9444444444444,0.8901650417626379,0.2647982474416466,9,54.0,83.0,40.0,67.55016425855696,6.444444444444445,84.33333333333334,7.505573806506329
2023-03-29 14:03:18,3.0,-6.142857142857143,16.0,-19.0,11.922367933546472,142.14285714285717,1.0762254487039358,1.1129817933890536,-4.142857142857143,35.0,-30.0,23.03206874069697,530.4761904761905,0.5367389441958456,0.05260203900737803,-67.57142857142857,-50.0,-103.0,17.868567773767275,319.28571428571433,-1.512615770168314,2.4378356130104244,7,35.0,65.0,53.0,67.976436493592,-4.142857142857143,77.85714285714286,9.710919499084572
2023-03-29 14:03:19,3.0,-24.4,-6.0,-86.0,24.69457880228416,609.8222222222222,-1.9884652134962328,4.368109910564486,13.1,115.0,-30.0,38.63633868091886,1492.7666666666669,2.312401577133301,6.591277452122191,-81.9,-51.0,-128.0,22.02246327931752,484.98888888888865,-0.8816629452775441,1.1059990360288783,10,80.0,145.0,77.0,86.45565337211906,13.1,119.4,8.645565337211906
2023-03-29 14:03:20,3.0,2.0,71.0,-28.0,30.177254127350068,910.6666666666666,1.4493428954154304,2.222628603553046,-4.7,33.0,-26.0,18.37903394873868,337.7888888888889,1.0904121729442193,0.6176467889300419,-50.8,-15.0,-75.0,17.491585278514794,305.9555555555555,0.7558357537511516,0.7950154226893247,10,99.0,59.0,60.0,51.05614556544589,2.0,57.5,5.105614556544589
2023-03-29 14:03:21,3.0,-8.555555555555555,27.0,-66.0,25.412158070061224,645.7777777777778,-1.3714864202405075,3.501113873868343,-2.888888888888889,20.0,-28.0,16.699135040807086,278.8611111111111,-0.09251483232051373,-1.1091006200290567,-70.0,-32.0,-96.0,19.06567596493762,363.5,0.6425442456770752,1.1200526096283951,9,93.0,48.0,64.0,70.5800482422373,-2.888888888888889,81.44444444444444,7.8422275824708105
2023-03-29 14:03:22,3.0,-14.375,15.0,-41.0,17.959776486041562,322.55357142857144,0.027209610012094473,-0.04973917204637335,-4.75,10.0,-38.0,15.590748172279243,243.07142857142853,-1.535114783851967,2.705089397101605,-63.625,-46.0,-83.0,11.734412152785008,137.6964285714285,-0.03416071592636063,-0.08340073913478108,8,56.0,48.0,37.0,65.4014048014261,-4.75,82.75,8.175175600178262
